Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
T6B66Z7S,thesis,1967,"Richards, Darwin L.",Pilot calibration of the Elder Creek Watershed,,,,,,,1967,1/31/2020 22:01,2020-01-31T22:01:52Z,,,80,,,,,,,,,,HSU,,English,,Master's Thesis,,,,,,,,,"Angelo Reserve, Watershed; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FVHRRDYM,journalArticle,2007,"Rosling, A.; Suttle, K. B.; Johansson, E.; Van Hees, P. a. W.; Banfield, J. F.",Phosphorous availability influences the dissolution of apatite by soil fungi,Geobiology,,1472-4669,10.1111/j.1472-4669.2007.00107.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1472-4669.2007.00107.x/abstract,"Apatite (Ca10(PO4)6(OH,F,Cl)2) is the primary inorganic source of phosphorus in the biosphere. Soil fungi are known to increase plant-available phosphorus by promoting dissolution of various phosphate minerals. Yet no apatite dissolution studies exist using fungi as weathering agents, and regulation of fungal weathering activity in response to different levels of phosphorus availability is largely unknown.Fungi were isolated from a grassland soil in northern California. Three pathways of tri-calcium phosphate (Ca3(PO4)2) (TCP) dissolution in liquid culture were identified among biogeochemically active fungi: (1) acidification (pH 3.3 ± 0.16), (2) moderate acidification (pH 4.9 ± 0.11) and (3) no acidification. Isolates representing pathway 1 and 2 were Zygomycetes in the order of Mucorales. All non-acidifying isolates in pathway 3 were Ascomycetes and cleared the media by altering TCP into hydroxyapatite (Ca10(PO4)6(OH)2) and sequestering it within mycelial spheres. One isolate representing each pathway was used in fluorapatite dissolution experiments either with the fungi present or under abiotic conditions using cell-free liquid media conditioned by fungal growth at different phosphorus and calcium availabilities.Both Mucorales isolates acidify their substrate when growing in the presence of phosphorus. Mucorales exudates were mainly oxalic acid, and conditioned cell-free media with phosphorus induced fluorapatite dissolution at a rate of 10−0.9±0.14 and 10−1.2±0.22 µmol P m−2 s−1. The ascomycete isolate on the other hand, induced fluorapatite dissolution at a rate of 10−1.1±0.05 µmol P m−2 s−1 by lowering the pH of the media under phosphorus-limited conditions, without producing significant amounts of low molecular weight organic acids (LMWOAs). Oxalate strongly etches fluorapatite along channels parallel to [001], forming needle-like features, while exudates from the ascomycete-induced surface rounding. We conclude that while LMWOAs are well-studied weathering agents, these do not appear to be produced by fungi in response to phosphorus-limiting growth conditions.",2007,1/31/2020 22:01,2020-01-31T22:01:51Z,1/19/2013 7:29,265-280,,3,5,,,,,,,,,,en,,,,,Wiley Online Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M9Z7FUYY,report,1981,"Fernwood, Roger",Old Growth Douglas-Fir Ecosystems,,,,,,,1981,1/31/2020 22:01,2020-01-31T22:01:50Z,,11,,,,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Vegetation; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVIS9IM9,journalArticle,2002,"Sabo, John L.; Power, Mary E.",NUMERICAL RESPONSE OF LIZARDS TO AQUATIC INSECTS AND SHORT-TERM CONSEQUENCES FOR TERRESTRIAL PREY,Ecology,,0012-9658,10.1890/0012-9658(2002)083[3023:NROLTA]2.0.CO;2,http://www.esajournals.org/doi/abs/10.1890/0012-9658(2002)083%5B3023:NROLTA%5D2.0.CO%3B2,"Spatial subsidies, or inputs of resources from more productive donor habitats, can cause numerical responses in consumer populations via behavioral and demographic mechanisms. In addition, subsidies may have indirect effects on the in situ prey of these consumers. These indirect effects can be either negative (e.g., apparent competition) or positive (e.g., via diet shifts) depending on the relative strength of the predator's functional and numerical responses to prey subsidies. Here we report a numerical response by a lizard (Western fence lizard, Sceloporus occidentalis) to experimental reductions in the flux of river-derived insects. Initially, equal densities of lizards declined significantly faster in plots in which aquatic insect abundance was reduced by nearly 50% (season average) relative to controls. Abundance and biomass of terrestrial arthropods declined significantly between the start and end of the experiment across treatments. Despite consistently lower lizard abundance in plots with reduced subsidy levels, however, relative declines in the abundance and biomass of in situ terrestrial arthropods (all taxa combined) were not significantly different between reduced- and ambient-subsidy plots. Relative declines in spider biomass differed significantly between treatments and were higher in reduced-subsidy than ambient-subsidy plots, but only over one of three 3-wk sampling intervals. Thus, over the biologically active summer season, aquatic subsidies exerted brief positive or no significant indirect effects on the in situ prey of riparian lizards. These results suggest that, although aquatic insect prey may determine the spatial distribution and local abundance of riparian predators, the effects of increased predator density on in situ prey may be offset by higher per capita predation by these consumers on in situ prey in subsidy-poor relative to subsidy-rich habitats.",11/1/2002,1/31/2020 22:01,2020-01-31T22:01:49Z,1/19/2013 8:50,3023-3036,,11,83,,Ecology,,,,,,,,,,,,,ESA Journals,,,,,,Carabidae; Food web; Lycosidae; Sceloporus occidentalis; Western fence lizard; indirect effects; insect; lizard; numerical response; riparian; river–watershed exchange; subsidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLUZZ69D,journalArticle,1980,Anon,NCCRP Mammal Species List,,,,,,,1980,1/31/2020 22:01,2020-01-31T22:01:49Z,,,,,,,,NCCRP Mammal Species List.,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7S89R6Z,journalArticle,1975,"Largent, David",NCCRP fungi,,,,,,,1975,1/31/2020 22:01,2020-01-31T22:01:48Z,,,,,,,,NCCRP fungi.,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Vegetation; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J7P2ISC7,report,1974,"Jackson, R.; Gress, F.","NCCRP Bird Species List, Sight records, Sprinig and Fall 1973/74",,,,,,,1974,1/31/2020 22:01,2020-01-31T22:01:48Z,,,,,,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNQ3L2YC,journalArticle,1977,"Grantham, Greg",NCCRP Breeding Bird Data,,,,,,,1977,1/31/2020 22:01,2020-01-31T22:01:48Z,,5,,,,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD96QEJM,journalArticle,1976,"Judy, Sally",NCCRP Bird Checklist,,,,,,,1976,1/31/2020 22:01,2020-01-31T22:01:47Z,,,,,,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4YL3FGJ9,journalArticle,1981,"Bourell, Mona","Mosses of NCCRP, Branscomb, CA",,,,,,,1981,1/31/2020 22:01,2020-01-31T22:01:47Z,,,,,,,,"Mosses of NCCRP, Branscomb, CA.",,,,,,,English,,,,,,,,,,,"Angelo Reserve, Vegetation; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2EV96L2,journalArticle,1980,"Barrows, Cameron",Mammals of the NCCRP,,,,,,,1980,1/31/2020 22:01,2020-01-31T22:01:46Z,,25,,,,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNHJAYYQ,report,1977,"Grover, Allen; Larsen, Caryla","Mammal Inventory at TNC's NCCRP, Branscomb, Mendocino County, California",,,,,,,1977,1/31/2020 22:01,2020-01-31T22:01:45Z,,43,,,,,,,,,,,CSU Sacramento,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UM55DQNX,report,1976,"Grover, Allen; Larsen, Caryla",Mammal Inventory and Feral Hog Ecology at TNC's NCCRP,,,,,,,1976,1/31/2020 22:01,2020-01-31T22:01:45Z,,,,,,,,,,,,,CSU Sacramento,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDWUPU2C,journalArticle,2006,"LOWE, WINSOR H.; LIKENS, GENE E.; POWER, MARY E.",Linking Scales in Stream Ecology,BioScience,,0006-3568,10.1641/0006-3568(2006)56[591:LSISE]2.0.CO;2,http://www.bioone.org/doi/abs/10.1641/0006-3568(2006)56%5B591:LSISE%5D2.0.CO;2,,7/1/2006,1/31/2020 22:01,2020-01-31T22:01:44Z,1/19/2013 7:31,591-597,,7,56,,BioScience,,,,,,,,,,,,,BioOne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7XGMP8TT,journalArticle,2010,"Finlay, Jacques C.; Hood, James M.; Limm, Michael P.; Power, Mary E.; Schade, John D.; Welter, Jill R.",Light-mediated thresholds in stream-water nutrient composition in a river network,Ecology,,0012-9658,10.1890/09-2243.1,http://www.esajournals.org/doi/abs/10.1890/09-2243.1,"The elemental composition of solutes transported by rivers reflects combined influences of surrounding watersheds and transformations within stream networks, yet comparatively little is known about downstream changes in effects of watershed loading vs. in-channel processes. In the forested watershed of a river under a mediterranean hydrologic regime, we examined the influence of longitudinal changes in environmental conditions on water-column nutrient composition during summer base flow across a network of sites ranging from strongly heterotrophic headwater streams to larger, more autotrophic sites downstream. Small streams (0.1–10 km2 watershed area) had longitudinally similar nutrient concentration and composition with low (2) dissolved nitrogen (N) to phosphorus (P) ratios. Abrupt deviations from this pattern were observed in larger streams with watershed areas >100 km2 where insolation and algal abundance and production rapidly increased. Downstream, phosphorus and silica concentrations decreased by >50% compared to headwater streams, and dissolved organic carbon and nitrogen increased by 3–6 times. Decreasing dissolved P and increasing dissolved N raised stream-water N:P to 46 at the most downstream sites, suggesting a transition from N limitation in headwaters to potential P limitation in larger channels. We hypothesize that these changes were mediated by increasing algal photosynthesis and N fixation by benthic algal assemblages, which, in response to increasing light availability, strongly altered stream-water nutrient concentration and stoichiometry in larger streams and rivers.",7/19/2010,1/31/2020 22:01,2020-01-31T22:01:43Z,1/19/2013 7:46,140-150,,1,92,,Ecology,,,,,,,,,,,,,ESA Journals,,,,,,Angelo Coast Range Reserve; California; N fixation; South Fork Eel River watershed; USA; autotrophy; elemental stoichiometry; geomorphology; heterotrophy; nitrogen; phosphorus; primary production; stream network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJBLG5K9,journalArticle,2010,"Tsui, Martin Tsz Ki; Finlay, Jacques C.; Balogh, Steven J.; Nollet, Yabing H.",In Situ Production of Methylmercury within a Stream Channel in Northern California,Environmental Science & Technology,,0013-936X,10.1021/es101374y,http://dx.doi.org/10.1021/es101374y,"Natural stream ecosystems throughout the world are contaminated by methylmercury, a highly toxic compound that bioaccumulates and biomagnifies in aquatic food webs. Wetlands are widely recognized as hotspots for the production of methylmercury and are often assumed to be the main sources of this neurotoxin in downstream ecosystems. However, many streams lacking wetlands in their drainage basins (e.g., montane and semiarid regions in the western United States) have significant methylmercury contamination, and the sources of methylmercury in these streams remain largely unknown. In this study, we observed substantial production of methylmercury within a highly productive stream channel in northern California (South Fork Eel River) within a drainage basin lacking wetlands. We found that in situ methylmercury production is positively related to phosphorus removal and water temperature within the stream channel, supporting hypothesized biological mediation of in situ mercury transformation. Moreover, our data suggest that epiphytic microbial communities on a dominant filamentous alga (Cladophora glomerata) could play a role in in situ methylmercury production. Because peak in situ methylmercury production coincides with the period of the highest biological productivity during summer baseflow, methylmercury produced internally may be efficiently routed into local stream food webs. Our study provides strong evidence that stream channels, especially those associated with high primary productivity, can be important for regulating the bioavailability and toxicity of this global contaminant.",9/15/2010,1/31/2020 22:01,2020-01-31T22:01:43Z,3/31/2014 5:54,6998-7004,,18,44,,Environ. Sci. Technol.,,,,,,,,,,,,,ACS Publications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALQ2PV3K,journalArticle,2004,"Suttle, Kenwyn B.; Power, Mary E.; Levine, Jonathan M.; McNeely, Camille",HOW FINE SEDIMENT IN RIVERBEDS IMPAIRS GROWTH AND SURVIVAL OF JUVENILE SALMONIDS,Ecological Applications,,1051-0761,10.1890/03-5190,http://www.esajournals.org/doi/abs/10.1890/03-5190,"Although excessive loading of fine sediments into rivers is well known to degrade salmonid spawning habitat, its effects on rearing juveniles have been unclear. We experimentally manipulated fine bed sediment in a northern California river and examined responses of juvenile salmonids and the food webs supporting them. Increasing concentrations of deposited fine sediment decreased growth and survival of juvenile steelhead trout. These declines were associated with a shift in invertebrates toward burrowing taxa unavailable as prey and with increased steelhead activity and injury at higher levels of fine sediment. The linear relationship between deposited fine sediment and juvenile steelhead growth suggests that there is no threshold below which exacerbation of fine-sediment delivery and storage in gravel bedded rivers will be harmless, but also that any reduction could produce immediate benefits for salmonid restoration.",8/1/2004,1/31/2020 22:01,2020-01-31T22:01:42Z,1/19/2013 8:46,969-974,,4,14,,Ecological Applications,,,,,,,,,,,,,ESA Journals,,,,,,Oncorhynchus mykiss; Pacific salmonids; fine sediment; parr; river food web; sedimentation; steelhead trout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
